	V1	c-q	nc-q	true-q	c-p	nc-p	c-bias	nc-bias	type	L	rep	gwas_size	test_size	h2	num_causal	env	pheno	test
114	30	0.0123544496970486	-0.116668877552083	0	0.803	0.338	0.0123544496970486	-0.116668877552083	50	20000	A3	2160	720	0	300	0.2	PS	LAT
115	31	-0.00253525018038201	-0.138472966631945	0	0.959	0.307	-0.00253525018038201	-0.138472966631945	100	20000	A3	2160	720	0	300	0.2	PS	LAT
116	32	-0.064229743177691	-0.125706214409722	0	0.23	0.419	-0.064229743177691	-0.125706214409722	500	20000	A3	2160	720	0	300	0.2	PS	LAT
117	33	-0.0308022326819445	0.0282153364583329	0	0.688	0.904	-0.0308022326819445	0.0282153364583329	1000	20000	A3	2160	720	0	300	0.2	PS	LAT
118	34	0.134087750090451	0.666298772534723	0	0.004	0	0.134087750090451	0.666298772534723	FGr	20000	A3	2160	720	0	300	0.2	PS	LAT
119	35	0.130225683079062	0.67170168453125	0	0.005	0	0.130225683079062	0.67170168453125	NoCorrection	20000	A3	2160	720	0	300	0.2	PS	LAT
120	36	0.0145622821078125	-0.148784393576389	0	0.757	0.216	0.0145622821078125	-0.148784393576389	10	20000	A3	2160	720	0	300	0.2	PS	PS
121	37	0.0123544496970486	-0.116668877552083	0	0.785	0.348	0.0123544496970486	-0.116668877552083	50	20000	A3	2160	720	0	300	0.2	PS	PS
122	38	-0.00253525018038201	-0.138472966631945	0	0.954	0.295	-0.00253525018038201	-0.138472966631945	100	20000	A3	2160	720	0	300	0.2	PS	PS
123	39	-0.064229743177691	-0.125706214409722	0	0.24	0.399	-0.064229743177691	-0.125706214409722	500	20000	A3	2160	720	0	300	0.2	PS	PS
124	40	-0.0308022326819445	0.0282153364583329	0	0.701	0.892	-0.0308022326819445	0.0282153364583329	1000	20000	A3	2160	720	0	300	0.2	PS	PS
125	41	0.0566129300384011	0.181852246614584	0	0.214	0.124	0.0566129300384011	0.181852246614584	FGr	20000	A3	2160	720	0	300	0.2	PS	PS
126	42	0.130225683079062	0.67170168453125	0	0.003	0	0.130225683079062	0.67170168453125	NoCorrection	20000	A3	2160	720	0	300	0.2	PS	PS
127	1	0.0478592193024305	-0.185851475850694	0	0.281	0.163	0.0478592193024305	-0.185851475850694	10	20000	A4	2160	720	0	300	0.2	DIAG	LAT
128	2	0.0622235850866321	-0.169908238836806	0	0.161	0.196	0.0622235850866321	-0.169908238836806	50	20000	A4	2160	720	0	300	0.2	DIAG	LAT
129	3	0.0542097445050348	-0.127626916631944	0	0.286	0.36	0.0542097445050348	-0.127626916631944	100	20000	A4	2160	720	0	300	0.2	DIAG	LAT
130	4	0.0429687640779514	-0.0333959015625003	0	0.399	0.845	0.0429687640779514	-0.0333959015625003	500	20000	A4	2160	720	0	300	0.2	DIAG	LAT
131	5	0.0700694481234375	0.115469789409722	0	0.336	0.545	0.0700694481234375	0.115469789409722	1000	20000	A4	2160	720	0	300	0.2	DIAG	LAT
132	6	0.0634483935253474	-0.0454300857812502	0	0.147	0.722	0.0634483935253474	-0.0454300857812502	FGr	20000	A4	2160	720	0	300	0.2	DIAG	LAT
133	7	0.0656551587263888	-0.057883472326389	0	0.142	0.656	0.0656551587263888	-0.057883472326389	NoCorrection	20000	A4	2160	720	0	300	0.2	DIAG	LAT
134	8	0.0478592193024305	-0.185851475850694	0	0.281	0.179	0.0478592193024305	-0.185851475850694	10	20000	A4	2160	720	0	300	0.2	DIAG	PS
135	9	0.0622235850866321	-0.169908238836806	0	0.179	0.23	0.0622235850866321	-0.169908238836806	50	20000	A4	2160	720	0	300	0.2	DIAG	PS
136	10	0.0542097445050348	-0.127626916631944	0	0.24	0.385	0.0542097445050348	-0.127626916631944	100	20000	A4	2160	720	0	300	0.2	DIAG	PS
137	11	0.0429687640779514	-0.0333959015625003	0	0.436	0.828	0.0429687640779514	-0.0333959015625003	500	20000	A4	2160	720	0	300	0.2	DIAG	PS
138	12	0.0700694481234375	0.115469789409722	0	0.321	0.604	0.0700694481234375	0.115469789409722	1000	20000	A4	2160	720	0	300	0.2	DIAG	PS
